Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission
Volkswagen,Polo,2015,Hatchback,192000.0,1450.0,Diesel,Manual
Skoda,Octavia,2013,Universal,240000.0,1800.0,Petrol,Manual
Renault,Megane,2016,Universal,128200.0,1500.0,Diesel,Manual
Volkswagen,Golf,2015,Hatchback,115000.0,2000.0,Diesel,Manual
Nissan,Qashqai,2016,Crossover,156000.0,1600.0,Diesel,Automatic
Ford,Fiesta,2000,Hatchback,180000.0,1200.0,Petrol,Manual
Vaz,2111,2006,Universal,19586.0,1600.0,Petrol,Manual
Skoda,Octavia,2005,Universal,233300.0,2000.0,Petrol,Manual
Lexus,RX Series,2008,Crossover,222700.0,3300.0,Hybrid,Automatic
Audi,Q5,2013,Crossover,120697.0,2000.0,Petrol,Automatic
Hyundai,i40,2014,Combi,116000.0,1400.0,Diesel,Manual
Volkswagen,Touran,2010,Minivan,201400.0,1400.0,Metan/Propan,Automatic
Skoda,Superb,2006,Sedan,247997.0,2500.0,Diesel,Manual
Renault,Megane,2016,Hatchback,173000.0,1500.0,Diesel,Manual
Dacia,Lodgy,2013,Minivan,136000.0,1500.0,Diesel,Manual
Audi,100,1990,Sedan,2700.0,2300.0,Metan/Propan,Manual
BMW,X3,2006,SUV,129000.0,2000.0,Petrol,Manual
Volkswagen,Golf,1985,Minivan,250000.0,1800.0,Petrol,Manual
Mercedes,E Class,2017,Sedan,204664.0,2000.0,Diesel,Automatic
Vaz,2115,2008,Sedan,260000.0,1600.0,Petrol,Manual
Volkswagen,Passat CC,2012,Sedan,180000.0,2000.0,Diesel,Manual
Renault,Megane,2007,Universal,174000.0,1500.0,Diesel,Manual
Mitsubishi,Galant,1995,Sedan,312000.0,1800.0,Metan/Propan,Manual
Renault,Megane,2005,Universal,210000.0,1500.0,Diesel,Manual
Audi,100,1994,Universal,320000.0,2000.0,Petrol,Manual
Land Rover,Freelander,2008,SUV,283000.0,2200.0,Diesel,Automatic
Skoda,Octavia,2011,Universal,155000.0,1400.0,Petrol,Automatic
Renault,Megane,2005,Universal,190000.0,1500.0,Diesel,Manual
Volkswagen,Passat,1989,Universal,270000.0,1600.0,Metan/Propan,Manual
Nissan,X-Trail,2001,SUV,270000.0,2000.0,Metan/Propan,Automatic
Audi,A4,1999,Universal,300000.0,1900.0,Diesel,Manual
Toyota,Auris,2011,Hatchback,240000.0,1400.0,Diesel,Manual
Hyundai,Santa FE,2011,SUV,180000.0,2199.0,Diesel,Automatic
Dacia,Logan Mcv,2012,Universal,208879.0,1500.0,Diesel,Manual
Peugeot,306,1998,Universal,272642.0,1400.0,Petrol,Manual
Mercedes,S Class,1980,Sedan,139000.0,2800.0,Metan/Propan,Automatic
Renault,Kadjar,2016,Crossover,167000.0,1500.0,Diesel,Automatic
Toyota,Prius,2012,Hatchback,245929.0,1800.0,Hybrid,Automatic
Audi,A6,2004,Universal,190533.0,2500.0,Diesel,Manual
Opel,Astra,2004,Minivan,286795.0,1686.0,Diesel,Manual
Opel,Astra,2011,Universal,215541.0,1300.0,Diesel,Manual
Audi,A6,2011,Sedan,205000.0,2000.0,Diesel,Automatic
Audi,A4,1995,Sedan,209000.0,1600.0,Petrol,Manual
Opel,Astra,2006,Universal,270284.0,1600.0,Metan/Propan,Manual
Toyota,Corolla,2006,Hatchback,260000.0,1400.0,Diesel,Manual
Mazda,323,1991,Hatchback,233000.0,1600.0,Petrol,Manual
Toyota,Urban Cruiser,2009,Crossover,160000.0,1329.0,Petrol,Manual
Volkswagen,Touran,2004,Minivan,230000.0,1968.0,Diesel,Manual
Skoda,Fabia,2011,Universal,200630.0,1200.0,Diesel,Manual
Subaru,Impreza,1993,Universal,171000.0,1994.0,Petrol,Manual
Dacia,Logan Van,2012,Minivan,235000.0,1500.0,Diesel,Manual
Dacia,Sandero,2013,Combi,157000.0,900.0,Petrol,Manual
Skoda,Octavia,2006,Hatchback,231000.0,1900.0,Diesel,Manual
Renault,Scenic,2006,Minivan,225000.0,1600.0,Petrol,Manual
Toyota,Auris,2010,Crossover,177000.0,1400.0,Petrol,Manual
Toyota,Corolla,2009,Sedan,214008.0,1400.0,Diesel,Manual
Nissan,Qashqai,2011,Crossover,179000.0,1500.0,Diesel,Manual
Renault,Kangoo,2008,Minivan,125000.0,1500.0,Diesel,Manual
Mercedes,E Class,2014,Sedan,228500.0,2143.0,Diesel,Automatic
Volkswagen,Passat CC,2011,Sedan,168000.0,1984.0,Petrol,Automatic
Honda,CR-V,2006,Crossover,163000.0,2000.0,Metan/Propan,Manual
Audi,A6,2016,Combi,104644.0,2000.0,Diesel,Automatic
Mitsubishi,Outlander,2011,Crossover,153000.0,2000.0,Metan/Propan,Automatic
Mercedes,Vito,2013,Minivan,292850.0,2200.0,Diesel,Manual
Volkswagen,Multivan,2005,Minivan,123000.0,2500.0,Diesel,Manual
Mercedes,C Class,1998,Universal,287000.0,2155.0,Diesel,Manual
Lexus,CT Series,2011,Hatchback,140561.0,1798.0,Hybrid,Automatic
BMW,X3,2014,Crossover,182000.0,2000.0,Diesel,Automatic
Toyota,Auris,2011,Hatchback,185000.0,1800.0,Hybrid,Automatic
Chevrolet,Aveo,2011,Universal,72000.0,1400.0,Petrol,Manual
Toyota,Prius,2008,Hatchback,243000.0,1500.0,Petrol,Automatic
Renault,Fluence,2012,Sedan,49000.0,100.0,Electric,Automatic
Mazda,323,2001,Sedan,265836.0,1300.0,Petrol,Manual
Skoda,Superb,2015,Sedan,167000.0,2000.0,Diesel,Automatic
Audi,A6,2016,Sedan,98000.0,2000.0,Petrol,Automatic
BMW,X6,2017,SUV,70000.0,2993.0,Diesel,Automatic
Mazda,3,2004,Hatchback,35000.0,1600.0,Diesel,Manual
Ford,Fiesta,2002,Coupe,109600.0,1250.0,Petrol,Manual
Skoda,Superb,2007,Sedan,222200.0,2000.0,Diesel,Manual
Seat,Ibiza,2011,Universal,197000.0,1200.0,Diesel,Manual
Renault,Kangoo,2002,Universal,168700.0,1200.0,Metan/Propan,Manual
Skoda,Superb,2010,Sedan,167000.0,1800.0,Petrol,Automatic
Mercedes,E Class,2011,Sedan,293000.0,1800.0,Metan/Propan,Automatic
Audi,A6,2015,Sedan,180000.0,2000.0,Diesel,Automatic
Chevrolet,Captiva,2008,Crossover,180000.0,2000.0,Diesel,Automatic
Audi,A6,2003,Universal,232000.0,2500.0,Diesel,Manual
BMW,7 Series,2004,Sedan,226000.0,3000.0,Diesel,Automatic
Renault,Scenic,2010,Universal,180000.0,1500.0,Diesel,Automatic
Honda,Civic,2021,Sedan,336.0,2000.0,Petrol,Automatic
Audi,Q5,2010,Crossover,260877.0,2000.0,Diesel,Manual
BMW,5 Series,2002,Sedan,292481.0,2500.0,Petrol,Automatic
Dacia,Duster,2012,Crossover,170350.0,1500.0,Diesel,Manual
Mercedes,E Class,2010,Sedan,294000.0,2200.0,Diesel,Automatic
Mazda,626,1997,Sedan,111111.0,1800.0,Petrol,Manual
BMW,5 Series,2012,Sedan,145000.0,2000.0,Petrol,Automatic
BMW,3 Series,2018,Sedan,50000.0,2000.0,Petrol,Automatic
Dacia,Lodgy,2014,Universal,130000.0,1600.0,Metan/Propan,Manual
Toyota,Auris,2007,Hatchback,140000.0,1399.0,Petrol,Manual
Audi,Q5,2018,Crossover,59700.0,1984.0,Petrol,Automatic
Renault,Laguna,2014,Hatchback,21700.0,1500.0,Diesel,Manual
Renault,Kadjar,2016,Crossover,166000.0,1500.0,Diesel,Automatic
Skoda,Superb,2016,Sedan,180328.0,2000.0,Diesel,Automatic
Renault,Grand Scenic,2014,Universal,170000.0,1500.0,Diesel,Automatic
Mercedes,GLK Class,2012,Crossover,220000.0,2200.0,Diesel,Automatic
Opel,Astra,2017,Universal,97000.0,1600.0,Diesel,Manual
Hyundai,Getz,2007,Hatchback,175000.0,1500.0,Diesel,Manual
Renault,Kangoo,2013,Combi,156000.0,1500.0,Diesel,Manual
Renault,Kadjar,2015,Crossover,202000.0,1500.0,Diesel,Manual
Toyota,Prius,2016,Sedan,102135.0,1798.0,Hybrid,Automatic
Renault,Captur,2013,Crossover,165000.0,1000.0,Petrol,Manual
Opel,Ascona,1984,Sedan,200000.0,1600.0,Petrol,Manual
Volkswagen,Jetta,2007,Sedan,132000.0,1900.0,Diesel,Manual
Peugeot,307,2003,Hatchback,170000.0,1598.0,Petrol,Manual
BMW,3 Series,1995,Sedan,248000.0,1800.0,Petrol,Manual
Opel,Astra,2007,Hatchback,216000.0,1400.0,Metan/Propan,Manual
Fiat,500,2015,Coupe,79625.0,1000.0,Electric,Automatic
Hyundai,ix35,2011,Universal,13322.0,200.0,Petrol,Automatic
Skoda,Fabia,2011,Universal,247037.0,1200.0,Diesel,Manual
Audi,A4,2004,Sedan,240000.0,1800.0,Petrol,Manual
Renault,Kangoo,2012,Minivan,166221.0,1500.0,Diesel,Manual
Toyota,Corolla,2016,Sedan,91000.0,1800.0,Petrol,Automatic
Dacia,Logan Mcv,2014,Universal,143237.0,1200.0,Metan/Propan,Manual
Nissan,Qashqai,2009,Crossover,210000.0,1500.0,Diesel,Manual
Audi,A6,2003,Sedan,125000.0,2000.0,Diesel,Manual
Mazda,626,1994,Universal,260000.0,2000.0,Petrol,Manual
Skoda,Fabia,2015,Hatchback,121123.0,1200.0,Petrol,Manual
Mitsubishi,Galant,1993,Coupe,400000.0,1800.0,Petrol,Manual
Renault,Megane,2008,Universal,1111.0,1500.0,Diesel,Manual
Nissan,Note,2012,Hatchback,170000.0,1400.0,Diesel,Manual
Rare,Encore,2017,Crossover,153000.0,1400.0,Petrol,Automatic
BMW,X3,2012,SUV,144000.0,2000.0,Petrol,Automatic
Chevrolet,Cruze,2014,Sedan,65000.0,1600.0,Petrol,Manual
BMW,X1,2018,Crossover,202595.0,1500.0,Diesel,Manual
Rover,600 Series,2000,Sedan,199000.0,2000.0,Petrol,Manual
Opel,Astra,1992,Sedan,24482.0,1600.0,Petrol,Manual
BMW,5 Series,1993,Sedan,240000.0,1800.0,Petrol,Manual
Toyota,Rav 4,2013,Crossover,140000.0,2200.0,Diesel,Automatic
Skoda,Superb,2012,Hatchback,186088.0,2000.0,Diesel,Manual
Skoda,Octavia,2006,Hatchback,190643.0,1600.0,Petrol,Manual
Mercedes,CLA,2013,Sedan,127000.0,1600.0,Petrol,Automatic
BMW,5 Series,2009,Sedan,358000.0,2000.0,Diesel,Automatic
Vaz,2114,2006,Hatchback,145000.0,1500.0,Petrol,Manual
Mazda,6,2003,Sedan,240000.0,1800.0,Petrol,Manual
Vaz,2106,1997,Sedan,18800.0,1600.0,Petrol,Manual
Subaru,Impreza,2007,Hatchback,179000.0,1500.0,Petrol,Manual
KIA,Sportage,2000,SUV,266666.0,2000.0,Metan/Propan,Manual
Toyota,Corolla,2003,Sedan,160000.0,1400.0,Petrol,Manual
Hyundai,Santa FE,2015,SUV,90000.0,2199.0,Diesel,Automatic
Volkswagen,Touran,2014,Sedan,212000.0,1600.0,Diesel,Manual
Toyota,Rav 4,2014,Crossover,82000.0,2000.0,Petrol,Automatic
Renault,Clio,2005,Hatchback,1111.0,1488.0,Diesel,Manual
Mercedes,190,1992,Sedan,378392.0,1800.0,Petrol,Manual
Toyota,Prius,2014,Hatchback,173000.0,1800.0,Plug-in Hybrid,Automatic
Volkswagen,Transporter,2004,Minivan,300000.0,2500.0,Diesel,Manual
Peugeot,307,2008,Universal,250000.0,1400.0,Diesel,Manual
Volkswagen,Tiguan,2012,Crossover,198839.0,2000.0,Petrol,Automatic
Opel,Vectra,1991,Sedan,355000.0,2000.0,Metan/Propan,Manual
Volkswagen,Caddy,2014,Minivan,180000.0,1600.0,Diesel,Manual
Toyota,Auris,2007,Hatchback,270000.0,1364.0,Diesel,Manual
Fiat,Doblo,2011,Combi,236000.0,1400.0,Metan/Propan,Manual
BMW,3 Series,2004,Cabriolet,263516.0,2998.0,Petrol,Manual
Rover,45,2001,Sedan,20240.0,1800.0,Petrol,Manual
Mercedes,E Class,2008,Sedan,267987.0,1800.0,Petrol,Automatic
Toyota,Highlander,2020,SUV,23376.0,2500.0,Hybrid,Automatic
Volkswagen,Vento,1995,Hatchback,200000.0,1800.0,Petrol,Manual
Mitsubishi,Outlander,2014,Crossover,197000.0,2000.0,Plug-in Hybrid,Automatic
BMW,3 Series,2016,Sedan,177000.0,1998.0,Plug-in Hybrid,Automatic
Nissan,Primera,2000,Sedan,189000.0,2000.0,Petrol,Manual
Opel,Vectra,1992,Sedan,375000.0,1600.0,Metan/Propan,Manual
Volvo,XC60,2018,Crossover,89830.0,1984.0,Petrol,Automatic
Hyundai,Santa FE,2019,SUV,37000.0,1995.0,Diesel,Automatic
Citroen,Xsara,2003,Hatchback,20000.0,1400.0,Diesel,Manual
Rare,Breez,2008,Sedan,108000.0,1300.0,Petrol,Manual
BMW,5 Series,2005,Sedan,300000.0,2500.0,Diesel,Automatic
Ford,Focus,2002,Universal,180000.0,200.0,Metan/Propan,Automatic
Hyundai,Getz,2005,Hatchback,220000.0,1100.0,Petrol,Manual
Seat,Ibiza,2010,Coupe,154770.0,1400.0,Petrol,Automatic
Renault,Megane,2008,Sedan,150000.0,1600.0,Petrol,Manual
Nissan,Qashqai,2015,Crossover,99660.0,1500.0,Diesel,Manual
Opel,Astra,2003,Universal,190533.0,1600.0,Metan/Propan,Manual
Renault,Scenic,2009,Minivan,230000.0,1500.0,Diesel,Manual
Volkswagen,Transporter,2011,Minivan,210000.0,2000.0,Diesel,Automatic
Toyota,Auris,2017,Hatchback,161000.0,1400.0,Diesel,Manual
Dacia,Duster,2010,Crossover,180000.0,1500.0,Diesel,Manual
Mercedes,B Class,2015,Universal,238455.0,1500.0,Diesel,Automatic
Renault,Megane,2005,Universal,250000.0,1400.0,Petrol,Manual
Toyota,Avalon,2014,Hatchback,105000.0,2500.0,Hybrid,Automatic
Subaru,Trezia,2011,Hatchback,116000.0,1400.0,Diesel,Automatic
Volkswagen,Passat,2012,Universal,219000.0,1600.0,Diesel,Manual
Toyota,Camry,2007,Sedan,180000.0,2400.0,Petrol,Automatic
Citroen,C2,2006,Hatchback,89000.0,1400.0,Petrol,Manual
Skoda,Fabia,2008,Universal,259652.0,1400.0,Diesel,Manual
KIA,Optima,2013,Sedan,180000.0,1700.0,Diesel,Automatic
Citroen,C4 Picasso,2008,Minivan,159000.0,2000.0,Petrol,Automatic
Toyota,Avensis Verso,2004,Minivan,425367.0,1995.0,Diesel,Manual
Fiat,Doblo,2010,Universal,158000.0,1300.0,Diesel,Manual
Fiat,500X,2021,Crossover,5.0,1400.0,Petrol,Automatic
Nissan,Qashqai,2014,Crossover,183000.0,1600.0,Diesel,Automatic
Ford,EcoSport,2016,SUV,120000.0,1500.0,Petrol,Automatic
BMW,X3,2008,SUV,240000.0,2000.0,Diesel,Automatic
Renault,Megane,2017,Crossover,159174.0,1500.0,Diesel,Automatic
Nissan,Almera,2004,Hatchback,250000.0,1800.0,Metan/Propan,Automatic
BMW,7 Series,1998,Sedan,298532.0,2800.0,Metan/Propan,Automatic
BMW,5 Series,1999,Sedan,300000.0,2500.0,Diesel,Manual
Mazda,3,2005,Hatchback,16000.0,1600.0,Metan/Propan,Manual
Hyundai,Santa FE,2019,SUV,48000.0,1995.0,Diesel,Automatic
Citroen,Jumpy,2003,Minivan,230000.0,1898.0,Diesel,Manual
Volkswagen,Touareg,2006,SUV,223000.0,2500.0,Diesel,Automatic
Toyota,Camry,2002,Sedan,211000.0,2400.0,Metan/Propan,Automatic
Volvo,XC90,2016,SUV,206000.0,1967.0,Petrol,Automatic
Opel,Astra,2007,Hatchback,301000.0,1300.0,Diesel,Manual
Toyota,Corolla,2007,Hatchback,236835.0,1400.0,Diesel,Manual
Nissan,Qashqai,2010,Crossover,140000.0,1500.0,Diesel,Manual
Volvo,S60,2002,Sedan,18000.0,2400.0,Diesel,Manual
Nissan,Qashqai,2011,Crossover,171325.0,1500.0,Diesel,Manual
Mercedes,C Class,2005,Sedan,198000.0,1800.0,Petrol,Manual
Audi,A6,2002,Universal,200000.0,2500.0,Diesel,Automatic
Hyundai,Tucson,2016,Crossover,185000.0,2000.0,Diesel,Automatic
Chevrolet,Captiva,2016,Crossover,120000.0,2234.0,Diesel,Automatic
Volkswagen,Touareg,2005,SUV,230000.0,2500.0,Diesel,Automatic
Nissan,Micra,1996,Hatchback,263000.0,1000.0,Petrol,Manual
Mercedes,E Class,2007,Sedan,306000.0,2200.0,Diesel,Automatic
Ford,Focus,2016,Sedan,170000.0,1500.0,Diesel,Manual
Skoda,Superb,2012,Universal,198000.0,2000.0,Diesel,Manual
Opel,Zafira,2007,Minivan,222111.0,1800.0,Metan/Propan,Manual
Toyota,Prius +,2014,Universal,235573.0,1800.0,Metan/Propan,Automatic
Volvo,XC60,2014,SUV,210000.0,2000.0,Diesel,Manual
Mercedes,E Class,1994,Sedan,355444.0,2000.0,Diesel,Manual
Dacia,Duster,2012,SUV,152000.0,1500.0,Diesel,Manual
Peugeot,407,2007,Sedan,187000.0,2000.0,Petrol,Automatic
Audi,A4,2018,Sedan,41000.0,2000.0,Petrol,Automatic
Skoda,Superb,2013,Sedan,275000.0,2000.0,Diesel,Automatic
Volkswagen,Passat,2006,Universal,345000.0,1895.0,Diesel,Manual
Vaz,2110,2003,Sedan,123456.0,1500.0,Metan/Propan,Manual
Audi,A6,2006,Sedan,243745.0,2400.0,Petrol,Automatic
Rare,968,1988,Sedan,57815.0,887.0,Petrol,Manual
Volvo,XC90,2007,SUV,300000.0,2400.0,Diesel,Automatic
Volkswagen,Passat,2015,Sedan,140000.0,1600.0,Diesel,Automatic
Volkswagen,Polo,1996,Sedan,300055.0,1400.0,Petrol,Manual
Jeep,Patriot,2012,Crossover,141812.0,2000.0,Petrol,Automatic
Vaz,2106,1985,Sedan,140000.0,1500.0,Petrol,Manual
Mercedes,E Class,2011,Sedan,150000.0,1800.0,Metan/Propan,Automatic
Mercedes,E Class,2017,Sedan,90000.0,2200.0,Diesel,Automatic
Audi,A6,2012,Sedan,20000.0,2000.0,Petrol,Automatic
Audi,A6,2000,Sedan,445000.0,2500.0,Diesel,Manual
Dacia,Logan,2015,Universal,128312.0,1200.0,Metan/Propan,Manual
Audi,A4,1995,Sedan,100000.0,1800.0,Petrol,Manual
Toyota,Land Cruiser Prado,2006,SUV,189200.0,2700.0,Metan/Propan,Automatic
Vaz,2105,1984,Sedan,2000.0,1300.0,Metan/Propan,Manual
Renault,Megane,2006,Universal,1111.0,1500.0,Diesel,Manual
Opel,Meriva,2011,Hatchback,140000.0,1300.0,Diesel,Manual
Nissan,Qashqai,2016,Crossover,145000.0,1200.0,Petrol,Automatic
Nissan,Qashqai+2,2010,Crossover,195000.0,1995.0,Diesel,Manual
Toyota,Auris,2015,Universal,170000.0,1400.0,Diesel,Manual
Volkswagen,Passat,2003,Sedan,300000.0,1600.0,Petrol,Manual
Renault,19,1992,Hatchback,28000.0,1720.0,Petrol,Manual
Lexus,RX Series,2005,SUV,187000.0,3000.0,Metan/Propan,Automatic
Toyota,Prius Prime,2017,Hatchback,16674.0,1800.0,Plug-in Hybrid,Automatic
Hyundai,ix20,2012,Hatchback,46000.0,1400.0,Diesel,Manual
KIA,Sportage,2018,Crossover,71500.0,200.0,Petrol,Automatic
Skoda,Superb,2008,Sedan,287000.0,1900.0,Diesel,Automatic
GAZ,Altele,1987,Sedan,7765.0,2445.0,Petrol,Manual
Toyota,Aygo,2008,Hatchback,123000.0,1400.0,Diesel,Manual
Renault,Kangoo,2009,Minivan,150000.0,1500.0,Diesel,Manual
Audi,A5,2009,Hatchback,270000.0,2000.0,Diesel,Manual
Hyundai,Santa FE,2006,SUV,222025.0,2200.0,Diesel,Automatic
Renault,Espace,2015,Universal,105000.0,1600.0,Petrol,Automatic
Renault,Scenic,2004,Minivan,200000.0,1500.0,Diesel,Manual
Opel,Astra,2011,Universal,214000.0,1248.0,Diesel,Manual
Nissan,Note,2013,Hatchback,172000.0,1461.0,Diesel,Manual
Toyota,Auris,2016,Universal,173628.0,1400.0,Diesel,Manual
Mercedes,Series (W124),1991,Universal,311000.0,2000.0,Petrol,Manual
Opel,Vectra,1997,Sedan,175888.0,1800.0,Petrol,Manual
Renault,Megane,2010,Hatchback,175000.0,1500.0,Diesel,Manual
Citroen,Berlingo,2004,Minivan,260000.0,1400.0,Metan/Propan,Manual
Mercedes,E Class,2006,Sedan,334000.0,2200.0,Diesel,Automatic
Fiat,Doblo,2012,Combi,256000.0,1300.0,Diesel,Manual
Dacia,Logan,2015,Sedan,20100.0,1200.0,Metan/Propan,Manual
Mercedes,E Class,2017,Sedan,233886.0,2143.0,Diesel,Automatic
Renault,Kangoo,2004,Sedan,200000.0,1900.0,Petrol,Manual
Mercedes,S Class,2008,Sedan,189000.0,3500.0,Petrol,Automatic
Volkswagen,Passat,2011,Sedan,289318.0,1600.0,Diesel,Manual
Volkswagen,Golf,2010,Universal,183000.0,1400.0,Petrol,Manual
KIA,Optima,2015,Sedan,160662.0,1685.0,Diesel,Automatic
Skoda,Superb,2012,Sedan,251101.0,1600.0,Diesel,Manual
Renault,Kadjar,2016,Crossover,180880.0,1500.0,Diesel,Automatic
Volkswagen,Polo,2004,Hatchback,281000.0,1422.0,Diesel,Manual
Mazda,6,2009,Sedan,190000.0,2000.0,Petrol,Manual
Volvo,XC90,2007,Crossover,153000.0,2400.0,Diesel,Automatic
Honda,CR-V,2002,Universal,275100.0,2000.0,Petrol,Manual
Skoda,Octavia,2014,Universal,199300.0,1600.0,Diesel,Manual
Volkswagen,Passat,2010,Universal,244998.0,1400.0,Metan/Propan,Automatic
Vaz,2107,2007,Sedan,26700.0,1451.0,Petrol,Manual
Ssangyong,Korando,2015,Crossover,68000.0,2000.0,Petrol,Automatic
Mercedes,GLK Class,2014,Crossover,160000.0,2197.0,Diesel,Automatic
Volkswagen,Golf,2014,Universal,175600.0,1400.0,Metan/Propan,Automatic
Skoda,Octavia,2012,Universal,106000.0,1390.0,Petrol,Automatic
Opel,Astra,2005,Hatchback,265000.0,1900.0,Diesel,Manual
Volkswagen,Passat,2010,Universal,160000.0,1400.0,Metan/Propan,Automatic
Mitsubishi,Colt,2009,Hatchback,78000.0,1500.0,Petrol,Manual
Toyota,Land Cruiser Prado,2006,SUV,205000.0,2700.0,Metan/Propan,Automatic
Skoda,Fabia,2016,Universal,158800.0,1400.0,Diesel,Manual
Honda,CR-V,2005,SUV,305000.0,2000.0,Metan/Propan,Manual
Honda,Accord,1995,Sedan,123456.0,2000.0,Metan/Propan,Manual
Audi,A6,2011,Sedan,192002.0,2800.0,Petrol,Automatic
UAZ,469,1971,SUV,240000.0,2400.0,Petrol,Manual
BMW,5 Series,1998,Sedan,280000.0,2200.0,Metan/Propan,Manual
Renault,Megane,2011,Universal,145000.0,1400.0,Petrol,Manual
Skoda,Octavia,2011,Universal,218000.0,1400.0,Petrol,Manual
Nissan,Qashqai,2015,SUV,160100.0,1500.0,Diesel,Manual
Skoda,Roomster,2009,Universal,208830.0,1400.0,Diesel,Manual
Nissan,Micra,2008,Hatchback,90000.0,1400.0,Petrol,Manual
Volkswagen,Sharan,1999,Minivan,300000.0,1900.0,Diesel,Manual
Mitsubishi,Galant,1995,Sedan,320000.0,1998.0,Petrol,Manual
Nissan,Navara,2010,Pickup,125600.0,2500.0,Diesel,Manual
Toyota,Corolla Verso,2004,Minivan,160000.0,1600.0,Petrol,Manual
Mercedes,B Class,2008,Hatchback,250000.0,1500.0,Petrol,Automatic
Mitsubishi,Pajero,1997,Crossover,2555.0,2800.0,Diesel,Manual
Dacia,Duster,2016,SUV,67000.0,1500.0,Diesel,Manual
Audi,A8,2004,Sedan,240000.0,4000.0,Diesel,Automatic
Volkswagen,Amarok,2012,SUV,110000.0,2500.0,Diesel,Manual
Mercedes,B Class,2008,Minivan,168000.0,1599.0,Petrol,Manual
Toyota,Corolla,2008,Sedan,280000.0,1400.0,Diesel,Manual
Opel,Astra,2012,Hatchback,170000.0,1300.0,Diesel,Manual
Opel,Vectra,1998,Universal,247000.0,1799.0,Metan/Propan,Automatic
Opel,Tigra,2000,Coupe,29000.0,1400.0,Petrol,Manual
Renault,Kadjar,2018,Crossover,93000.0,1500.0,Diesel,Automatic
Toyota,Land Cruiser Prado,2007,SUV,190000.0,2700.0,Metan/Propan,Automatic
Lexus,RX Series,2007,Crossover,331179.0,3300.0,Hybrid,Automatic
Renault,Megane,2013,Universal,157000.0,1500.0,Diesel,Manual
Mercedes,B Class,2005,Hatchback,322000.0,2000.0,Diesel,Automatic
Mitsubishi,Galant,1990,Hatchback,460000.0,1800.0,Metan/Propan,Manual
Mercedes,E Class,2015,Sedan,130160.0,2200.0,Diesel,Automatic
Honda,Civic,2016,Hatchback,98000.0,1400.0,Petrol,Manual
BMW,1 Series,2015,Hatchback,11111.0,1500.0,Petrol,Manual
Renault,Megane,2012,Universal,198104.0,1500.0,Diesel,Manual
Renault,Megane,2013,Universal,177300.0,1461.0,Diesel,Manual
Volkswagen,Golf,2002,Hatchback,200041.0,1600.0,Petrol,Manual
Vaz,2107,1989,Sedan,200000.0,1500.0,Petrol,Manual
BMW,5 Series,2005,Universal,270000.0,2499.0,Diesel,Automatic
BMW,3 Series,2004,Universal,300000.0,1800.0,Petrol,Manual
Volkswagen,Passat,2013,Sedan,131746.0,2000.0,Diesel,Automatic
Skoda,Roomster,2008,Minivan,180000.0,1400.0,Diesel,Manual
Mazda,3,2008,Sedan,224920.0,1600.0,Petrol,Manual
Toyota,Rav 4,2011,Crossover,199900.0,2200.0,Diesel,Automatic
Volkswagen,Caddy,2011,Universal,290955.0,2000.0,Diesel,Automatic
Fiat,Punto,1997,Hatchback,350000.0,1700.0,Diesel,Manual
Mercedes,C Class,2012,Sedan,90097.0,1800.0,Petrol,Automatic
Volkswagen,Golf,2010,Universal,148453.0,1197.0,Petrol,Automatic
BMW,5 Series,2000,Sedan,2508.0,2500.0,Diesel,Automatic
Toyota,Corolla,2006,Hatchback,254688.0,1400.0,Petrol,Manual
Vaz,2109,1996,Hatchback,111111.0,1100.0,Petrol,Manual
Volkswagen,Golf,2007,Hatchback,229970.0,1900.0,Diesel,Manual
Volkswagen,Passat CC,2012,Sedan,86000.0,2000.0,Petrol,Automatic
Skoda,Octavia,2014,Universal,199000.0,1600.0,Diesel,Manual
Chevrolet,Matiz,2005,Sedan,103000.0,800.0,Petrol,Automatic
Skoda,Fabia,2011,Universal,239535.0,1200.0,Diesel,Manual
Renault,Captur,2015,Crossover,96000.0,1200.0,Petrol,Automatic
Nissan,Juke,2011,Crossover,214567.0,1500.0,Diesel,Automatic
Citroen,CX,1982,Hatchback,120000.0,2400.0,Petrol,Manual
Volkswagen,Polo,2008,Hatchback,212000.0,1400.0,Diesel,Manual
Renault,Safrane,1994,Hatchback,452348.0,2199.0,Petrol,Manual
BMW,3 Series,2015,Universal,199000.0,2000.0,Diesel,Automatic
Volkswagen,Passat,1998,Sedan,385620.0,1600.0,Petrol,Manual
Audi,A6,1996,Sedan,260000.0,1984.0,Petrol,Manual
Volkswagen,Golf,2006,Hatchback,221000.0,1896.0,Diesel,Manual
Volkswagen,Sharan,2003,Minivan,168000.0,1800.0,Petrol,Automatic
BMW,X5,2003,SUV,269121.0,3000.0,Petrol,Automatic
Opel,Astra,2006,Universal,306000.0,1600.0,Metan/Propan,Manual
Volkswagen,Touran,2013,Minivan,125000.0,1400.0,Metan/Propan,Automatic
BMW,X1,2010,Crossover,215000.0,2000.0,Diesel,Manual
Skoda,Superb,2017,Sedan,190000.0,2000.0,Diesel,Automatic
Audi,A5,2021,Sedan,661.0,2000.0,Petrol,Automatic
Volkswagen,Caddy,2010,Minivan,165000.0,2000.0,Metan/Propan,Manual
